Protocol,Train paths,Eval path,Path OOD,Sparse config,Sensors,Observed steps,Noise std,sparse_observation_relative_l2,rollout_displacement_relative_l2,material_parameter_relative_l2,material_parameter_posterior_std,material_parameter_coverage_95,material_parameter_ece,material_parameter_nll,calibrated_material_parameter_coverage_95,calibrated_material_parameter_ece,calibrated_material_parameter_nll,calibrated_material_parameter_spread_scale,calibrated_material_parameter_posterior_std,history_relative_l2,history_final_relative_l2,history_posterior_std,history_coverage_95,history_ece,history_nll,calibrated_history_coverage_95,calibrated_history_ece,calibrated_history_nll,calibrated_history_spread_scale,calibrated_history_posterior_std,field_coverage_95,field_ece,field_nll,field_crps,field_sharpness,field_interval_width_95,calibrated_field_coverage_95,calibrated_field_ece,calibrated_field_nll,calibrated_field_crps,calibrated_field_sharpness,calibrated_field_interval_width_95,calibrated_field_spread_scale,posterior_calibration_num_calibration,posterior_calibration_num_test,inversion_final_loss
strict_path_ood,monotonic,nonproportional,yes,s6_t3,6,3,0.001,"0.8136 +/- 0.055; med 0.8307, IQR 0.077","0.8401 +/- 0.054; med 0.8199, IQR 0.059","0.1951 +/- 0.046; med 0.2022, IQR 0.017","0.5581 +/- 0.68; med 0.1515, IQR 1.2","0.1 +/- 0.065; med 0.08333, IQR 0.1","0.6958 +/- 0.068; med 0.725, IQR 0.11","2.263e+05 +/- 4.7e+05; med 1.944e+04, IQR 4.8e+03","1 +/- 0; med 1, IQR 0","0.1958 +/- 0.012; med 0.1917, IQR 0.01","2.947 +/- 0.85; med 2.803, IQR 1","1838 +/- 2.1e+03; med 1051, IQR 4.4e+02","702 +/- 1.5e+03; med 45.53, IQR 62","1.004 +/- 0.028; med 0.9929, IQR 0.05","2.761 +/- 0.02; med 2.765, IQR 0.036","0.004454 +/- 0.0036; med 0.003293, IQR 0.0051","0.02847 +/- 0.017; med 0.02949, IQR 0.021","0.7606 +/- 0.017; med 0.7591, IQR 0.022","4.121e+06 +/- 1.4e+06; med 4.19e+06, IQR 1.3e+06","0.8234 +/- 0.046; med 0.8319, IQR 0.03","0.1208 +/- 0.022; med 0.1254, IQR 0.022","1.134e+06 +/- 1.6e+06; med 2.63e+05, IQR 1.1e+06","1e+04 +/- 0; med 1e+04, IQR 0","40.32 +/- 72; med 9.939, IQR 8.9","0.02422 +/- 0.027; med 0.008138, IQR 0.039","0.7641 +/- 0.027; med 0.7809, IQR 0.04","8.699e+04 +/- 1.4e+04; med 8.356e+04, IQR 8.3e+03","0.03018 +/- 0.0011; med 0.02983, IQR 0.00099","0.0007509 +/- 0.001; med 0.0001748, IQR 0.001","0.001578 +/- 0.002; med 0.0004939, IQR 0.0021","0.9333 +/- 0.11; med 0.9795, IQR 0.0055","0.1627 +/- 0.018; med 0.1635, IQR 0.02","1.798 +/- 3.8; med 0.707, IQR 2","1.201 +/- 2.3; med 0.07618, IQR 0.42","2.696 +/- 4.8; med 0.2534, IQR 1.6","6.047 +/- 9.8; med 0.7223, IQR 4.6","5659 +/- 3.4e+03; med 5107, IQR 5.2e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","1597 +/- 2.5e+02; med 1745, IQR 4.1e+02"
strict_path_ood,monotonic,pre_stress,yes,s6_t3,6,3,0.001,"0.8683 +/- 0.11; med 0.8405, IQR 0.17","0.8727 +/- 0.03; med 0.8687, IQR 0.044","0.188 +/- 0.032; med 0.1871, IQR 0.02","0.4219 +/- 0.52; med 0.05316, IQR 0.88","0.05417 +/- 0.05; med 0.04167, IQR 0.063","0.749 +/- 0.032; med 0.751, IQR 0.047","2.085e+04 +/- 2.2e+04; med 1.345e+04, IQR 2.3e+04","0.925 +/- 0.062; med 0.9167, IQR 0.042","0.1333 +/- 0.047; med 0.1146, IQR 0.065","1.505 +/- 0.49; med 1.595, IQR 0.37","323.5 +/- 2.2e+02; med 198.1, IQR 4e+02","180.4 +/- 2.7e+02; med 10.13, IQR 2.4e+02","0.6019 +/- 0.062; med 0.5748, IQR 0.09","0.25 +/- 0.01; med 0.2527, IQR 0.01","0.003779 +/- 0.002; med 0.002702, IQR 0.0028","0.08146 +/- 0.047; med 0.06724, IQR 0.017","0.711 +/- 0.044; med 0.7277, IQR 0.016","1.208e+06 +/- 2.4e+05; med 1.316e+06, IQR 2.4e+05","0.9172 +/- 0.017; med 0.9204, IQR 0.01","0.1159 +/- 0.022; med 0.1255, IQR 0.032","1.544e+05 +/- 3.1e+05; med 1.495e+04, IQR 3.6e+04","1e+04 +/- 0; med 1e+04, IQR 0","39.4 +/- 25; med 32.26, IQR 29","0.01966 +/- 0.023; med 0.005046, IQR 0.032","0.7731 +/- 0.016; med 0.7833, IQR 0.025","1.197e+04 +/- 3.4e+03; med 1.347e+04, IQR 5.1e+03","0.01202 +/- 0.00059; med 0.01232, IQR 0.00066","0.0004421 +/- 0.00057; med 8.011e-05, IQR 0.00072","0.001065 +/- 0.0014; med 0.0002395, IQR 0.0016","0.9607 +/- 0.019; med 0.9567, IQR 0.025","0.1384 +/- 0.051; med 0.1352, IQR 0.047","-1.116 +/- 0.32; med -1.097, IQR 0.48","0.2526 +/- 0.39; med 0.05608, IQR 0.14","0.6054 +/- 0.78; med 0.207, IQR 0.39","1.406 +/- 1.6; med 0.6166, IQR 0.92","2568 +/- 1.5e+03; med 2296, IQR 6.7e+02","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","322 +/- 82; med 360.4, IQR 1.1e+02"
strict_path_ood,monotonic,random_amplitude,yes,s6_t3,6,3,0.001,"0.8576 +/- 0.089; med 0.8853, IQR 0.077","0.8424 +/- 0.047; med 0.8438, IQR 0.079","0.2235 +/- 0.052; med 0.2258, IQR 0.04","0.275 +/- 0.32; med 0.07616, IQR 0.58","0.0375 +/- 0.052; med 0, IQR 0.083","0.7552 +/- 0.047; med 0.7875, IQR 0.057","1.416e+05 +/- 2.5e+05; med 4.212e+04, IQR 5.6e+04","0.95 +/- 0.054; med 0.9583, IQR 0.083","0.1633 +/- 0.035; med 0.1604, IQR 0.044","2.309 +/- 1; med 2.828, IQR 0.6","942.3 +/- 1.1e+03; med 591.8, IQR 5.9e+02","138.5 +/- 2.7e+02; med 17.72, IQR 52","0.9438 +/- 0.027; med 0.9477, IQR 0.016","0.2519 +/- 0.012; med 0.2501, IQR 0.013","0.001919 +/- 0.0014; med 0.00153, IQR 0.00084","0.04415 +/- 0.02; med 0.03542, IQR 0.019","0.7451 +/- 0.02; med 0.7543, IQR 0.018","3.286e+06 +/- 1.5e+06; med 3.869e+06, IQR 2.4e+06","0.8265 +/- 0.022; med 0.8306, IQR 0.025","0.1208 +/- 0.004; med 0.1184, IQR 0.0052","6.983e+05 +/- 1.3e+06; med 9.988e+04, IQR 3.9e+05","1e+04 +/- 0; med 1e+04, IQR 0","12.77 +/- 6; med 13.83, IQR 6.3","0.01175 +/- 0.015; med 0.001465, IQR 0.024","0.7769 +/- 0.013; med 0.7864, IQR 0.024","6.16e+04 +/- 1.6e+04; med 6.931e+04, IQR 1.7e+04","0.0261 +/- 0.00096; med 0.0266, IQR 0.0014","0.000463 +/- 0.00061; med 3.616e-05, IQR 0.00084","0.001009 +/- 0.0013; med 0.0001063, IQR 0.0019","0.9141 +/- 0.088; med 0.9326, IQR 0.055","0.1258 +/- 0.027; med 0.1176, IQR 0.037","-0.4969 +/- 0.92; med -0.6237, IQR 0.24","0.1301 +/- 0.17; med 0.07976, IQR 0.063","0.3161 +/- 0.34; med 0.2487, IQR 0.21","0.7766 +/- 0.69; med 0.7234, IQR 0.6","3621 +/- 2.4e+03; med 3989, IQR 4.3e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","1271 +/- 2e+02; med 1306, IQR 2.3e+02"
strict_path_ood,monotonic,unload_reload,yes,s6_t3,6,3,0.001,"0.7713 +/- 0.07; med 0.8156, IQR 0.11","0.8309 +/- 0.041; med 0.8296, IQR 0.053","0.2332 +/- 0.037; med 0.2456, IQR 0.072","0.2405 +/- 0.29; med 0.06461, IQR 0.49","0.03333 +/- 0.024; med 0.04167, IQR 0.021","0.7625 +/- 0.017; med 0.7563, IQR 0.021","2.282e+05 +/- 2.5e+05; med 1.031e+05, IQR 4.4e+05","0.9583 +/- 0.029; med 0.9583, IQR 0","0.1533 +/- 0.029; med 0.15, IQR 0.015","2.54 +/- 0.99; med 2.269, IQR 1.1","1598 +/- 1.8e+03; med 599.8, IQR 1.6e+03","48.63 +/- 69; med 29.19, IQR 23","0.9766 +/- 0.027; med 0.978, IQR 0.037","0.2147 +/- 0.022; med 0.2063, IQR 0.0074","0.001865 +/- 0.0019; med 0.001244, IQR 0.00028","0.03864 +/- 0.019; med 0.03247, IQR 0.011","0.7524 +/- 0.017; med 0.7576, IQR 0.0062","3.473e+06 +/- 1.3e+06; med 3.955e+06, IQR 2e+06","0.8236 +/- 0.037; med 0.8059, IQR 0.047","0.1154 +/- 0.015; med 0.1173, IQR 0.015","8.799e+05 +/- 1.6e+06; med 1.799e+05, IQR 4.8e+05","1e+04 +/- 0; med 1e+04, IQR 0","14.02 +/- 17; med 6.878, IQR 3.6","0.01696 +/- 0.021; med 0.003255, IQR 0.032","0.7781 +/- 0.011; med 0.7851, IQR 0.017","4.006e+04 +/- 5.2e+03; med 3.726e+04, IQR 7.9e+03","0.01991 +/- 0.00027; med 0.02003, IQR 0.00029","0.0002859 +/- 0.00036; med 4.585e-05, IQR 0.00044","0.0007384 +/- 0.00091; med 0.0001363, IQR 0.0011","0.9149 +/- 0.032; med 0.9072, IQR 0.033","0.09727 +/- 0.035; med 0.09082, IQR 0.031","-0.9715 +/- 0.87; med -1.067, IQR 0.38","0.04127 +/- 0.014; med 0.03914, IQR 0.018","0.128 +/- 0.056; med 0.1455, IQR 0.08","0.3751 +/- 0.17; med 0.4437, IQR 0.23","2966 +/- 2.2e+03; med 2426, IQR 1.1e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","945.5 +/- 2.5e+02; med 828.4, IQR 4e+02"
reversal_curriculum,"monotonic,unload_reload,cyclic",cyclic,no,s2_t2,2,2,0.001,"1.37 +/- 0.31; med 1.504, IQR 0.52","1.024 +/- 0.17; med 1.049, IQR 0.27","0.2114 +/- 0.088; med 0.2149, IQR 0.022","0.1526 +/- 0.19; med 0.08826, IQR 0.038","0.02917 +/- 0.035; med 0.02083, IQR 0.042","0.7656 +/- 0.025; med 0.7719, IQR 0.036","1.526e+06 +/- 3.3e+06; med 1.377e+04, IQR 1.3e+05","0.8917 +/- 0.081; med 0.9167, IQR 0.083","0.1042 +/- 0.078; med 0.07292, IQR 0.083","8.893 +/- 16; med 2.666, IQR 3.4","2073 +/- 4.4e+03; med 93.65, IQR 38","18.22 +/- 29; med 7.26, IQR 2","0.8584 +/- 0.091; med 0.8889, IQR 0.15","3.13 +/- 1.1; med 3.228, IQR 1.6","0.001823 +/- 0.0013; med 0.001109, IQR 0.0022","0.04686 +/- 0.042; med 0.04121, IQR 0.067","0.742 +/- 0.042; med 0.7481, IQR 0.067","1.883e+05 +/- 9e+04; med 1.427e+05, IQR 8.1e+04","0.8948 +/- 0.04; med 0.9092, IQR 0.03","0.114 +/- 0.021; med 0.1199, IQR 0.011","1127 +/- 1.7e+03; med 349.1, IQR 9.2e+02","1e+04 +/- 0; med 1e+04, IQR 0","16.17 +/- 17; med 10.21, IQR 5.9","0.0007161 +/- 0.00086; med 0.0001628, IQR 0.00081","0.7869 +/- 0.00064; med 0.7873, IQR 0.00065","9.711e+04 +/- 2.4e+04; med 1.013e+05, IQR 2.7e+04","0.03151 +/- 0.0057; med 0.02996, IQR 0.0092","5.987e-05 +/- 8.2e-05; med 2.268e-05, IQR 4.2e-05","0.0001525 +/- 0.00019; med 6.558e-05, IQR 0.00013","0.8628 +/- 0.18; med 0.9528, IQR 0.076","0.1574 +/- 0.078; med 0.1387, IQR 0.049","5.331 +/- 14; med -0.5774, IQR 0.35","0.04801 +/- 0.018; med 0.03938, IQR 0.028","0.1413 +/- 0.086; med 0.1231, IQR 0.14","0.4195 +/- 0.25; med 0.358, IQR 0.43","8847 +/- 2.6e+03; med 1e+04, IQR 0","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","1358 +/- 7.5e+02; med 1241, IQR 1.3e+03"
reversal_curriculum,"monotonic,unload_reload,cyclic",nonproportional,yes,s2_t2,2,2,0.001,"1.431e+09 +/- 2.5e+09; med 21.19, IQR 1.3e+09","0.9857 +/- 0.089; med 0.9507, IQR 0.13","0.2172 +/- 0.037; med 0.2094, IQR 0.043","0.7137 +/- 1.4; med 0.09067, IQR 0.049","0.0875 +/- 0.13; med 0.04167, IQR 0.042","0.7115 +/- 0.12; med 0.7563, IQR 0.036","5737 +/- 7.9e+03; med 2679, IQR 1.7e+03","0.8917 +/- 0.15; med 0.9167, IQR 0.083","0.13 +/- 0.075; med 0.1188, IQR 0.098","0.8836 +/- 0.86; med 0.5747, IQR 0.061","129.5 +/- 64; med 112.8, IQR 49","115.5 +/- 2.4e+02; med 10.21, IQR 9.5","0.7733 +/- 0.11; med 0.7373, IQR 0.1","1.819 +/- 0.64; med 2.075, IQR 0.63","0.006662 +/- 0.012; med 0.001116, IQR 0.00074","0.04202 +/- 0.047; med 0.01371, IQR 0.086","0.7469 +/- 0.046; med 0.7745, IQR 0.084","2.267e+05 +/- 1.3e+05; med 2.238e+05, IQR 6e+04","0.8603 +/- 0.046; med 0.842, IQR 0.056","0.1033 +/- 0.012; med 0.1065, IQR 0.02","2951 +/- 4e+03; med 137, IQR 6.1e+03","1e+04 +/- 0; med 1e+04, IQR 0","50.83 +/- 84; med 13.18, IQR 8.2","0.002181 +/- 0.0028; med 0.001139, IQR 0.00033","0.7856 +/- 0.0025; med 0.7866, IQR 0.00033","1.118e+05 +/- 3.4e+04; med 1.205e+05, IQR 1.4e+04","0.03628 +/- 0.0023; med 0.03521, IQR 0.0013","0.000256 +/- 0.00052; med 1.702e-05, IQR 3.3e-05","0.0005727 +/- 0.0011; med 4.973e-05, IQR 9.9e-05","0.8978 +/- 0.089; med 0.8929, IQR 0.083","0.121 +/- 0.032; med 0.1202, IQR 0.012","-0.2067 +/- 0.7; med -0.5193, IQR 0.48","0.7783 +/- 1.6; med 0.05857, IQR 0.064","1.89 +/- 3.8; med 0.1995, IQR 0.23","4.369 +/- 8.6; med 0.6075, IQR 0.67","7764 +/- 2.1e+03; med 7195, IQR 4.1e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","1100 +/- 4.2e+02; med 1079, IQR 99"
reversal_curriculum,"monotonic,unload_reload,cyclic",pre_stress,yes,s2_t2,2,2,0.001,"1.273 +/- 0.15; med 1.264, IQR 0.13","1.218 +/- 0.09; med 1.238, IQR 0.046","0.2906 +/- 0.073; med 0.3096, IQR 0.018","0.06488 +/- 0.049; med 0.06182, IQR 0.019","0.01667 +/- 0.027; med 0, IQR 0.021","0.776 +/- 0.02; med 0.7875, IQR 0.01","6.659e+04 +/- 8.9e+04; med 3998, IQR 1.4e+05","0.9917 +/- 0.019; med 1, IQR 0","0.175 +/- 0.033; med 0.1708, IQR 0.042","1.657 +/- 1.3; med 1.047, IQR 1","777 +/- 1.1e+03; med 220.1, IQR 5.9e+02","55.53 +/- 94; med 17.13, IQR 6.6","0.7585 +/- 0.073; med 0.7614, IQR 0.1","0.4822 +/- 0.21; med 0.4098, IQR 0.31","0.002295 +/- 0.002; med 0.001841, IQR 0.0015","0.02712 +/- 0.018; med 0.02399, IQR 0.0099","0.7617 +/- 0.017; med 0.7645, IQR 0.0092","6.345e+05 +/- 5.9e+05; med 3.418e+05, IQR 9.6e+05","0.8865 +/- 0.027; med 0.8949, IQR 0.041","0.1242 +/- 0.0031; med 0.1251, IQR 0.00071","1101 +/- 1.5e+03; med 57.97, IQR 2.4e+03","1e+04 +/- 0; med 1e+04, IQR 0","15.92 +/- 14; med 9.938, IQR 2.6","0.001074 +/- 0.0017; med 0.0001628, IQR 0.00081","0.7867 +/- 0.0011; med 0.7873, IQR 0.00065","2.856e+04 +/- 5.1e+03; med 2.986e+04, IQR 2.2e+03","0.01788 +/- 0.0031; med 0.01936, IQR 0.0022","2.155e-05 +/- 1.1e-05; med 1.856e-05, IQR 7.4e-06","6.405e-05 +/- 3.2e-05; med 5.479e-05, IQR 2.2e-05","0.9044 +/- 0.11; med 0.9469, IQR 0.042","0.1234 +/- 0.049; med 0.1455, IQR 0.056","-1.673 +/- 0.52; med -1.7, IQR 0.78","0.02566 +/- 0.015; med 0.01918, IQR 0.011","0.07303 +/- 0.047; med 0.05355, IQR 0.043","0.2118 +/- 0.13; med 0.1605, IQR 0.12","3912 +/- 3.6e+03; med 2281, IQR 2.1e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","877.4 +/- 4.5e+02; med 799.7, IQR 5.2e+02"
reversal_curriculum,"monotonic,unload_reload,cyclic",random_amplitude,yes,s2_t2,2,2,0.001,"1.65 +/- 0.75; med 1.309, IQR 0.31","0.9944 +/- 0.089; med 1.025, IQR 0.064","0.1961 +/- 0.027; med 0.1931, IQR 0.028","0.3986 +/- 0.75; med 0.05254, IQR 0.096","0.04167 +/- 0.061; med 0.02083, IQR 0.042","0.7531 +/- 0.05; med 0.7667, IQR 0.031","1.268e+05 +/- 2.2e+05; med 1.085e+04, IQR 1e+05","0.975 +/- 0.056; med 1, IQR 0","0.1608 +/- 0.056; med 0.1813, IQR 0.052","1.912 +/- 1.7; med 1.429, IQR 1.6","1276 +/- 1.9e+03; med 353.7, IQR 1.1e+03","2338 +/- 5.2e+03; med 18.53, IQR 46","0.8012 +/- 0.081; med 0.7745, IQR 0.011","0.5459 +/- 0.29; med 0.3925, IQR 0.42","0.0037 +/- 0.0057; med 0.001355, IQR 0.00079","0.0472 +/- 0.045; med 0.02297, IQR 0.084","0.7426 +/- 0.044; med 0.7659, IQR 0.08","5.465e+05 +/- 4.1e+05; med 3.489e+05, IQR 2.9e+05","0.8647 +/- 0.038; med 0.8746, IQR 0.013","0.1147 +/- 0.011; med 0.1164, IQR 0.009","2066 +/- 2.4e+03; med 1409, IQR 2.1e+03","1e+04 +/- 0; med 1e+04, IQR 0","51.05 +/- 85; med 10.7, IQR 14","0.002897 +/- 0.0045; med 0.000651, IQR 0.002","0.7854 +/- 0.0033; med 0.787, IQR 0.0015","9.398e+04 +/- 1.4e+04; med 9.522e+04, IQR 9.5e+03","0.03148 +/- 0.0025; med 0.03274, IQR 0.0015","0.0001448 +/- 0.00028; med 1.758e-05, IQR 1.5e-05","0.0003519 +/- 0.00067; med 5.222e-05, IQR 4.4e-05","0.9391 +/- 0.064; med 0.9473, IQR 0.029","0.1326 +/- 0.045; med 0.1213, IQR 0.045","-0.4753 +/- 0.73; med -0.7978, IQR 0.086","0.8473 +/- 1.8; med 0.06499, IQR 0.0084","2.015 +/- 4.1; med 0.236, IQR 0.06","4.778 +/- 9.4; med 0.711, IQR 0.21","9432 +/- 1.3e+03; med 1e+04, IQR 0","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","2090 +/- 9.6e+02; med 2309, IQR 1.3e+03"
reversal_curriculum,"monotonic,unload_reload,cyclic",cyclic,no,s4_t2,4,2,0.001,"1.189 +/- 0.27; med 1.09, IQR 0.4","1.024 +/- 0.17; med 1.048, IQR 0.27","0.2078 +/- 0.096; med 0.2097, IQR 0.026","0.2422 +/- 0.4; med 0.08693, IQR 0.045","0.02917 +/- 0.046; med 0, IQR 0.042","0.7583 +/- 0.046; med 0.7875, IQR 0.042","2.956e+05 +/- 6.4e+05; med 1.359e+04, IQR 2.1e+04","0.9083 +/- 0.068; med 0.875, IQR 0.083","0.1088 +/- 0.044; med 0.0875, IQR 0.042","1.98 +/- 1.7; med 2.455, IQR 2","893.4 +/- 1.8e+03; med 95.19, IQR 38","1097 +/- 2.4e+03; med 5.726, IQR 3.8","0.879 +/- 0.069; med 0.8994, IQR 0.088","3.115 +/- 1.2; med 3.188, IQR 1.6","0.002225 +/- 0.0021; med 0.001416, IQR 0.0009","0.04825 +/- 0.043; med 0.04102, IQR 0.073","0.7404 +/- 0.043; med 0.7473, IQR 0.073","2.123e+05 +/- 1.2e+05; med 1.351e+05, IQR 1.3e+05","0.8821 +/- 0.046; med 0.89, IQR 0.071","0.1232 +/- 0.011; med 0.1237, IQR 0.016","1308 +/- 2.1e+03; med 315.4, IQR 7.6e+02","1e+04 +/- 0; med 1e+04, IQR 0","22.67 +/- 31; med 10.68, IQR 4.8","0.0005859 +/- 0.00053; med 0.0004883, IQR 0.00049","0.7871 +/- 0.00042; med 0.7871, IQR 0.00037","9.579e+04 +/- 2.4e+04; med 9.704e+04, IQR 2.5e+04","0.03148 +/- 0.0057; med 0.02994, IQR 0.0092","0.0001067 +/- 0.00019; med 2.001e-05, IQR 4e-05","0.000242 +/- 0.00039; med 5.795e-05, IQR 0.00013","0.824 +/- 0.16; med 0.8525, IQR 0.14","0.1412 +/- 0.071; med 0.1144, IQR 0.045","5.16 +/- 8.5; med 0.7276, IQR 8.5","0.4998 +/- 1; med 0.04169, IQR 0.031","1.058 +/- 2.1; med 0.1302, IQR 0.17","2.284 +/- 4.4; med 0.379, IQR 0.5","7566 +/- 3.3e+03; med 1e+04, IQR 5.7e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","1478 +/- 7.4e+02; med 1166, IQR 1.3e+03"
reversal_curriculum,"monotonic,unload_reload,cyclic",nonproportional,yes,s4_t2,4,2,0.001,"1.084 +/- 0.091; med 1.079, IQR 0.11","0.9837 +/- 0.091; med 0.9499, IQR 0.13","0.2239 +/- 0.051; med 0.2423, IQR 0.026","0.539 +/- 1; med 0.07506, IQR 0.058","0.06667 +/- 0.1; med 0.02083, IQR 0.021","0.7354 +/- 0.074; med 0.7667, IQR 0.016","8.737e+04 +/- 1.7e+05; med 2119, IQR 3.5e+04","0.8917 +/- 0.16; med 0.9583, IQR 0.12","0.1458 +/- 0.092; med 0.1271, IQR 0.094","4.91 +/- 6.3; med 0.923, IQR 8","149.3 +/- 1e+02; med 97.77, IQR 58","99.32 +/- 2e+02; med 13.47, IQR 7.9","0.7668 +/- 0.1; med 0.7295, IQR 0.086","1.784 +/- 0.62; med 1.878, IQR 0.69","0.005316 +/- 0.0084; med 0.001257, IQR 0.0019","0.04148 +/- 0.043; med 0.02056, IQR 0.076","0.7475 +/- 0.042; med 0.7678, IQR 0.073","2.471e+05 +/- 6.3e+04; med 2.276e+05, IQR 5.6e+04","0.857 +/- 0.052; med 0.8444, IQR 0.061","0.1195 +/- 0.0041; med 0.1182, IQR 0.0057","2416 +/- 3.6e+03; med 75.84, IQR 3.8e+03","1e+04 +/- 0; med 1e+04, IQR 0","42.34 +/- 48; med 15.35, IQR 40","0.001497 +/- 0.0013; med 0.001302, IQR 0.0013","0.7862 +/- 0.0011; med 0.7864, IQR 0.00081","1.144e+05 +/- 2.7e+04; med 1.204e+05, IQR 1.5e+04","0.03624 +/- 0.0024; med 0.03518, IQR 0.0012","0.0001945 +/- 0.00038; med 2.109e-05, IQR 2.9e-05","0.0004473 +/- 0.00085; med 6.192e-05, IQR 8.8e-05","0.8526 +/- 0.18; med 0.9264, IQR 0.082","0.1664 +/- 0.086; med 0.1375, IQR 0.057","3.515 +/- 8.9; med -0.1377, IQR 0.43","0.5658 +/- 1.1; med 0.06023, IQR 0.07","1.221 +/- 2.3; med 0.1981, IQR 0.23","2.677 +/- 4.8; med 0.6038, IQR 0.66","7947 +/- 1.9e+03; med 6840, IQR 3.3e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","1468 +/- 5.7e+02; med 1290, IQR 4.7e+02"
reversal_curriculum,"monotonic,unload_reload,cyclic",pre_stress,yes,s4_t2,4,2,0.001,"1.382 +/- 0.21; med 1.368, IQR 0.12","1.22 +/- 0.091; med 1.241, IQR 0.044","0.2845 +/- 0.069; med 0.3014, IQR 0.011","0.05837 +/- 0.038; med 0.06368, IQR 0.036","0.025 +/- 0.017; med 0.02083, IQR 0.021","0.7656 +/- 0.015; med 0.7667, IQR 0.0052","4.306e+04 +/- 5.7e+04; med 4556, IQR 7.9e+04","0.9583 +/- 0.059; med 1, IQR 0.083","0.1508 +/- 0.04; med 0.1604, IQR 0.054","1.328 +/- 0.73; med 1.034, IQR 0.94","510.9 +/- 5.6e+02; med 169.1, IQR 5e+02","19.47 +/- 20; med 13.02, IQR 2","0.7837 +/- 0.1; med 0.761, IQR 0.16","0.5391 +/- 0.26; med 0.5282, IQR 0.33","0.001702 +/- 0.0018; med 0.0009524, IQR 0.00062","0.03575 +/- 0.029; med 0.02238, IQR 0.045","0.753 +/- 0.029; med 0.7661, IQR 0.044","8.185e+05 +/- 4.5e+05; med 7.518e+05, IQR 5.7e+05","0.8836 +/- 0.026; med 0.8819, IQR 0.035","0.1233 +/- 0.0042; med 0.1261, IQR 0.007","1189 +/- 1.5e+03; med 208, IQR 2.6e+03","1e+04 +/- 0; med 1e+04, IQR 0","21.45 +/- 32; med 6.93, IQR 3.1","0.0009766 +/- 0.0011; med 0.0004883, IQR 0.00065","0.7867 +/- 0.00086; med 0.7871, IQR 0.00053","2.856e+04 +/- 5.3e+03; med 3.002e+04, IQR 2.1e+03","0.01791 +/- 0.0031; med 0.01938, IQR 0.0021","2.084e-05 +/- 1.2e-05; med 1.708e-05, IQR 1e-05","6.211e-05 +/- 3.7e-05; med 5.07e-05, IQR 3.2e-05","0.8048 +/- 0.19; med 0.8942, IQR 0.24","0.1542 +/- 0.12; med 0.1139, IQR 0.08","1.268 +/- 4.9; med -1.625, IQR 5.8","0.02034 +/- 0.0072; med 0.01751, IQR 0.0092","0.05061 +/- 0.025; med 0.04643, IQR 0.031","0.1483 +/- 0.072; med 0.1397, IQR 0.08","3907 +/- 3.7e+03; med 2051, IQR 3.3e+03","4 +/- 0; med 4, IQR 0","4 +/- 0; med 4, IQR 0","806.5 +/- 2.1e+02; med 787.7, IQR 3.2e+02"
