Ablation,Ablation id,Solver mode,Newton damping,Newton steps,Line search,Regularization,Model,Load path,Metric,Metric label,Case mean,Case std,Case median,Case IQR,Cases,Case list
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,qp_history_relative_l2,QP history rel L2,1.7838,0.0244263,1.95768,0.120275,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,displacement_relative_l2,rollout disp rel L2,82.4427,36.0986,93.6367,28.5151,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_energy_relative_error,FEM energy rel err,33.5222,16.6248,25.7792,10.8179,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_accepted_damping,Newton accepted damping,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_convergence_rate,Newton convergence rate,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_correction_relative_norm,Newton correction rel norm,1.50787,0.596044,1.12006,0.387592,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_failure_rate,Newton failure rate,0,0,0,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_final_residual_relative_rms,Newton final residual rel RMS,0.000251421,4.71958e-05,0.000204341,3.9062e-05,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_initial_residual_relative_rms,Newton initial residual rel RMS,9.16758,3.41137,8.10896,2.80199,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_residual_decrease_fraction,Newton residual decrease,0.999967,9.45163e-06,0.99997,1.5e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_residual_ratio,Newton residual ratio,3.33354e-05,9.35309e-06,2.98627e-05,1.9548e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_newton_step_residual_decrease_fraction,Newton step residual decrease,0.999967,9.45163e-06,0.99997,1.5e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_residual_relative_rms,FEM residual rel RMS,9.50884,3.57574,8.61911,3.28288,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,77.1091,33.1379,84.0789,25.1954,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,qp_history_increment_relative_l2,QP history-inc rel L2,2.62716,0.527984,3.26641,0.538825,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,qp_history_relative_l2,QP history rel L2,1.33101,0.0560426,1.36672,0.064915,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,displacement_relative_l2,rollout disp rel L2,97.5881,41.5715,120.179,33.5485,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_energy_relative_error,FEM energy rel err,38.1838,19.1519,33.137,12.1595,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_accepted_damping,Newton accepted damping,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_convergence_rate,Newton convergence rate,1,0,1,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_correction_relative_norm,Newton correction rel norm,1.77487,0.637835,1.29402,0.393523,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_failure_rate,Newton failure rate,0,0,0,0,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_final_residual_relative_rms,Newton final residual rel RMS,0.000291197,5.36222e-05,0.000236794,4.3518e-05,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_initial_residual_relative_rms,Newton initial residual rel RMS,10.6555,3.95638,9.4481,3.28055,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_residual_decrease_fraction,Newton residual decrease,0.999967,9.45163e-06,0.99997,2e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_residual_ratio,Newton residual ratio,3.32582e-05,9.28591e-06,2.99428e-05,2.222e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_step_residual_decrease_fraction,Newton step residual decrease,0.999967,9.45163e-06,0.99997,2e-06,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_residual_relative_rms,FEM residual rel RMS,11.0512,4.14366,10.0491,3.83803,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,91.4207,38.3586,107.962,30.0182,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,qp_history_increment_relative_l2,QP history-inc rel L2,2.53989,0.253616,2.91968,0.306205,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
One-step dense Newton,one_step_dense_newton,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,qp_history_relative_l2,QP history rel L2,1.55706,0.0198818,1.645,0.06888,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,displacement_relative_l2,rollout disp rel L2,89.8397,39.2527,73.2846,31.8717,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_energy_relative_error,FEM energy rel err,154.06,11.2533,84.9322,60.7028,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_residual_relative_rms,FEM residual rel RMS,11.9465,1.5172,10.1326,1.82223,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,3.60341,0.430577,3.40337,0.15504,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,qp_history_increment_relative_l2,QP history-inc rel L2,1.46358,0.239429,1.5981,0.31639,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,qp_history_relative_l2,QP history rel L2,1.53153,0.116637,1.63817,0.285815,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,displacement_relative_l2,rollout disp rel L2,101.681,45.1997,86.9422,37.1092,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_energy_relative_error,FEM energy rel err,32.7691,5.03364,22.7834,3.60605,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_residual_relative_rms,FEM residual rel RMS,11.4114,1.38403,9.74387,1.58751,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,3.12556,0.7346,3.22341,0.10968,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,qp_history_increment_relative_l2,QP history-inc rel L2,2.27316,0.565359,2.51747,0.879995,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,monotonic,qp_history_relative_l2,QP history rel L2,1.83933,0.157996,2.07611,0.4257,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,displacement_relative_l2,rollout disp rel L2,79.8895,36.7325,69.962,30.4019,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_energy_relative_error,FEM energy rel err,25.4595,4.01236,17.1622,5.23455,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_residual_relative_rms,FEM residual rel RMS,9.18369,1.14802,7.82389,1.29541,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,2.65159,0.496575,2.63483,0.07011,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,qp_history_increment_relative_l2,QP history-inc rel L2,2.38279,0.732095,2.90417,0.97666,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,nonproportional,qp_history_relative_l2,QP history rel L2,1.35956,0.0905124,1.35451,0.21692,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,displacement_relative_l2,rollout disp rel L2,93.1554,39.6885,77.9299,32.3451,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_energy_relative_error,FEM energy rel err,29.7165,3.75519,19.6963,3.288,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_residual_relative_rms,FEM residual rel RMS,10.6713,1.33321,9.03168,1.57077,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,2.95652,0.658686,2.99822,0.086275,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,qp_history_increment_relative_l2,QP history-inc rel L2,2.26454,0.543808,2.58246,0.85233,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,qp_history_relative_l2,QP history rel L2,1.59785,0.112078,1.73556,0.31024,3,"curved_hole_14x11,multi_hole_14x11,notch_14x11"
