Ablation,Ablation id,Solver mode,Newton damping,Newton steps,Line search,Regularization,Model,Load path,Metric,Metric label,Mean,Std,Median,IQR,Seeds,Source
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,qp_reversal_plastic_work_increment_relative_l2,QP reversal work-inc rel L2,2.73623,2.18294,1.74067,0.45012,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,qp_reversal_yield_flag_mae,QP reversal yield MAE,0.480986,0.312454,0.327465,0.373239,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_residual_relative_rms,FEM residual rel RMS,10.3704,6.11791,8.52948,8.83058,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_energy_relative_error,FEM energy rel err,30.6814,24.275,19.4992,38.7511,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_solver_linearized_residual_relative_rms,FEM tangent-solver rel RMS,59.3127,39.9344,30.6507,75.8558,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_initial_residual_relative_rms,Newton initial residual rel RMS,9.89994,5.87228,8.31597,8.57868,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_final_residual_relative_rms,Newton final residual rel RMS,0.000253386,0.000228095,0.000196293,9.42216e-05,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_residual_ratio,Newton residual ratio,2.63113e-05,1.69616e-05,2.74919e-05,1.69459e-05,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_residual_decrease_fraction,Newton residual decrease,0.999974,1.69427e-05,0.999973,1.69277e-05,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_step_residual_decrease_fraction,Newton step residual decrease,0.999974,1.69427e-05,0.999973,1.69277e-05,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_step1_residual_ratio,Newton step1 residual ratio,2.63113e-05,1.69616e-05,2.74919e-05,1.69459e-05,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_step1_residual_decrease_fraction,Newton step1 residual decrease,0.999974,1.69427e-05,0.999973,1.69277e-05,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_correction_relative_norm,Newton correction rel norm,1.34113,1.37738,0.806647,0.340555,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_accepted_damping,Newton accepted damping,1,0,1,0,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_convergence_rate,Newton convergence rate,1,0,1,0,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
No solver loss,no_solver_loss,dense_newton,1.0,1,False,1e-06,hgo_qp_true_j2,unload_reload,fem_newton_failure_rate,Newton failure rate,0,0,0,0,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\no_solver_loss\summary.json
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,displacement_relative_l2,rollout disp rel L2,56.1233,25.5955,48.0976,43.1994,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\tangent_linearized_solver_loss\summary.json
Tangent-linearized solver loss,tangent_linearized_solver_loss,linearized,1.0,1,False,1e-06,hgo_qp_true_j2,cyclic,final_displacement_relative_l2,final disp rel L2,257.265,101.597,232.452,183.352,5,<project-root>\10_results\reports\solver_in_loop_formal_main\multi_hole_14x11\arms\tangent_linearized_solver_loss\summary.json
