Protocol,Train paths,Eval path,Path OOD,Sparse config,Sensors,Observed steps,Target,Metric,Direction,Raw mean,Calibrated mean,Gain,Gain %,Raw,Calibrated,Improved
reversal_curriculum,"monotonic,unload_reload,cyclic",nonproportional,yes,s6_t3,6,3,material_parameter,coverage_95,higher,0.00416667,0.883333,0.879167,21100,"0.004167 +/- 0.0093; med 0, IQR 0","0.8833 +/- 0.15; med 0.9167, IQR 0.12",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",nonproportional,yes,s6_t3,6,3,material_parameter,ece,lower,0.785417,0.12625,0.659167,83.9257,"0.7854 +/- 0.0047; med 0.7875, IQR 0","0.1263 +/- 0.077; med 0.1042, IQR 0.094",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",nonproportional,yes,s6_t3,6,3,material_parameter,nll,lower,43694.3,15.4846,43678.8,99.9646,"4.369e+04 +/- 9.2e+04; med 3665, IQR 2e+03","15.48 +/- 33; med 0.8009, IQR 0.29",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",nonproportional,yes,s6_t3,6,3,history,coverage_95,higher,0.0429032,0.834738,0.791835,1845.63,"0.0429 +/- 0.043; med 0.02177, IQR 0.079","0.8347 +/- 0.051; med 0.8483, IQR 0.044",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",nonproportional,yes,s6_t3,6,3,history,ece,lower,0.745534,0.121941,0.623594,83.6439,"0.7455 +/- 0.043; med 0.7665, IQR 0.08","0.1219 +/- 0.01; med 0.12, IQR 0.0072",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",nonproportional,yes,s6_t3,6,3,history,nll,lower,285242,3606.19,281636,98.7357,"2.852e+05 +/- 9.1e+04; med 2.769e+05, IQR 4.7e+04","3606 +/- 4e+03; med 2403, IQR 7.1e+03",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",nonproportional,yes,s6_t3,6,3,field,coverage_95,higher,0.000813802,0.804818,0.804004,98796,"0.0008138 +/- 0.00081; med 0.0004883, IQR 0.00049","0.8048 +/- 0.2; med 0.8822, IQR 0.18",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",nonproportional,yes,s6_t3,6,3,field,ece,lower,0.786906,0.176195,0.610711,77.6092,"0.7869 +/- 0.0006; med 0.7871, IQR 0.00053","0.1762 +/- 0.095; med 0.1384, IQR 0.036",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",nonproportional,yes,s6_t3,6,3,field,nll,lower,135986,3.56547,135982,99.9974,"1.36e+05 +/- 2.6e+04; med 1.281e+05, IQR 2.1e+04","3.565 +/- 9.8; med -0.5723, IQR 0.56",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",nonproportional,yes,s6_t3,6,3,field,crps,lower,0.0363271,0.054471,-0.0181439,-49.9458,"0.03633 +/- 0.0027; med 0.03517, IQR 0.0012","0.05447 +/- 0.03; med 0.04623, IQR 0.024",no
reversal_curriculum,"monotonic,unload_reload,cyclic",pre_stress,yes,s6_t3,6,3,material_parameter,coverage_95,higher,0.1,0.983333,0.883333,883.333,"0.1 +/- 0.18; med 0.02083, IQR 0.062","0.9833 +/- 0.023; med 1, IQR 0.042",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",pre_stress,yes,s6_t3,6,3,material_parameter,ece,lower,0.7125,0.154167,0.558333,78.3626,"0.7125 +/- 0.14; med 0.7719, IQR 0.031","0.1542 +/- 0.057; med 0.1708, IQR 0.021",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",pre_stress,yes,s6_t3,6,3,material_parameter,nll,lower,80123.1,1.8249,80121.3,99.9977,"8.012e+04 +/- 1.3e+05; med 2730, IQR 7.9e+04","1.825 +/- 1.6; med 1, IQR 2.8",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",pre_stress,yes,s6_t3,6,3,history,coverage_95,higher,0.0498286,0.89254,0.842712,1691.22,"0.04983 +/- 0.035; med 0.05413, IQR 0.06","0.8925 +/- 0.03; med 0.8999, IQR 0.027",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",pre_stress,yes,s6_t3,6,3,history,ece,lower,0.74031,0.126467,0.613843,82.9171,"0.7403 +/- 0.034; med 0.7362, IQR 0.058","0.1265 +/- 0.0046; med 0.1261, IQR 0.0047",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",pre_stress,yes,s6_t3,6,3,history,nll,lower,600694,1163.39,599531,99.8063,"6.007e+05 +/- 4.9e+05; med 4.012e+05, IQR 4.3e+05","1163 +/- 1.4e+03; med 609.7, IQR 2.2e+03",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",pre_stress,yes,s6_t3,6,3,field,coverage_95,higher,0.00755208,0.861523,0.853971,11307.8,"0.007552 +/- 0.014; med 0.0008138, IQR 0.0026","0.8615 +/- 0.14; med 0.9004, IQR 0.065",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",pre_stress,yes,s6_t3,6,3,field,ece,lower,0.781079,0.117565,0.663514,84.9484,"0.7811 +/- 0.012; med 0.7869, IQR 0.002","0.1176 +/- 0.067; med 0.12, IQR 0.024",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",pre_stress,yes,s6_t3,6,3,field,nll,lower,24721.1,6.26361,24714.8,99.9747,"2.472e+04 +/- 6.3e+03; med 2.802e+04, IQR 9.9e+03","6.264 +/- 17; med -1.676, IQR 1.9",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",pre_stress,yes,s6_t3,6,3,field,crps,lower,0.0178587,0.152366,-0.134508,-753.18,"0.01786 +/- 0.0031; med 0.01921, IQR 0.0022","0.1524 +/- 0.27; med 0.02215, IQR 0.064",no
reversal_curriculum,"monotonic,unload_reload,cyclic",random_amplitude,yes,s6_t3,6,3,material_parameter,coverage_95,higher,0.0333333,0.941667,0.908333,2725,"0.03333 +/- 0.035; med 0.04167, IQR 0.042","0.9417 +/- 0.081; med 1, IQR 0.12",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",random_amplitude,yes,s6_t3,6,3,material_parameter,ece,lower,0.760417,0.139583,0.620833,81.6438,"0.7604 +/- 0.029; med 0.7615, IQR 0.042","0.1396 +/- 0.06; med 0.1396, IQR 0.081",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",random_amplitude,yes,s6_t3,6,3,material_parameter,nll,lower,4372.38,1.12889,4371.25,99.9742,"4372 +/- 4e+03; med 2789, IQR 1.3e+03","1.129 +/- 0.6; med 0.8833, IQR 0.97",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",random_amplitude,yes,s6_t3,6,3,history,coverage_95,higher,0.0451984,0.860258,0.81506,1803.29,"0.0452 +/- 0.049; med 0.0128, IQR 0.08","0.8603 +/- 0.025; med 0.861, IQR 0.032",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",random_amplitude,yes,s6_t3,6,3,history,ece,lower,0.743752,0.113542,0.630211,84.7339,"0.7438 +/- 0.048; med 0.7757, IQR 0.08","0.1135 +/- 0.01; med 0.1143, IQR 0.01",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",random_amplitude,yes,s6_t3,6,3,history,nll,lower,497366,2643.22,494723,99.4686,"4.974e+05 +/- 4.2e+05; med 3.652e+05, IQR 8.5e+04","2643 +/- 2.9e+03; med 1689, IQR 5.7e+03",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",random_amplitude,yes,s6_t3,6,3,field,coverage_95,higher,0.000651042,0.957878,0.957227,147030,"0.000651 +/- 0.00074; med 0.0003255, IQR 0.00016","0.9579 +/- 0.033; med 0.972, IQR 0.018",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",random_amplitude,yes,s6_t3,6,3,field,ece,lower,0.786987,0.132949,0.654038,83.1066,"0.787 +/- 0.00054; med 0.7872, IQR 0.00016","0.1329 +/- 0.054; med 0.1555, IQR 0.036",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",random_amplitude,yes,s6_t3,6,3,field,nll,lower,97418.4,-1.13109,97419.6,100.001,"9.742e+04 +/- 1.8e+04; med 1.036e+05, IQR 1.2e+04","-1.131 +/- 0.46; med -1.149, IQR 0.3",yes
reversal_curriculum,"monotonic,unload_reload,cyclic",random_amplitude,yes,s6_t3,6,3,field,crps,lower,0.0314782,0.0520828,-0.0206046,-65.4569,"0.03148 +/- 0.0026; med 0.03233, IQR 0.0015","0.05208 +/- 0.021; med 0.05336, IQR 0.018",no
